Tags;Checked;Name;Formula;Annot. Source: Predicted Compositions;Annot. Source: mzCloud Search;Annot. Source: mzVault Search;Annot. Source: ChemSpider Search;Annot. Source: MassList Search;Annot. DeltaMass [ppm];Calc. MW;m/z;RT [min];Area (Max.);# ChemSpider Results;# mzCloud Results;# mzVault Results;mzCloud Best Match;mzCloud Best Match Confidence;mzCloud Best Sim. Match;mzVault Best Match;Mass List Match: Endogenous Metabolites database 4400 compounds;Mass List Match: Natural Products Atlas 2020_06;MS2;Reference Ion;Area: JB10553.raw (F1);Area: JB10553_20250303023609.raw (F2);Peak Rating: JB10553.raw (F1);Peak Rating: JB10553_20250303023609.raw (F2)
;FALSO;N,N-Diisopropylethylamine (DIPEA);C8 H19 N;Full match;Full match;No results;Full match;No results;0,25;129,15178;130,15906;4,458;3168084,224;16;1;0;73,8;8,7;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2747233,754;3168084,224;5,3;4,8
;FALSO;Gabapentin;C9 H17 N O2;Full match;Full match;No results;Full match;Partial match;0,16;171,12596;172,13323;1,962;1994978,383;20;2;0;73,6;8,7;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;1895789,188;1994978,383;8,6;7,5
;FALSO;Palmitic Acid;C16 H32 O2;No match;Invalid mass;No results;No match;No results;66447,34;273,26671;274,27399;6,788;18716854,75;3;1;0;73,5;26,5;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;18036861,12;18716854,75;9,5;8,4
;FALSO;Bilirubin;C33 H36 N4 O6;Not the top hit;Full match;No results;Full match;Full match;0,19;584,2636;585,27087;6,563;3664575,043;6;1;0;73,1;8,7;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;3424027,52;3664575,043;9,1;8,6
;FALSO;bicyclo[2.2.2]oct-2-en-1-yl 4-methylbenzene-1-sulfonate;C15 H18 O3 S;No match;Invalid mass;No results;No match;No match;-14;278,09377;279,10105;3,618;1342137,181;5;1;0;71,9;25,5;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;1032428,893;1342137,181;5,5;6,6
;FALSO;Indole-3-lactic acid;C11 H11 N O3;Full match;Full match;No results;Not the top hit;Full match;-0,07;205,07388;206,08115;5,539;1773972,634;24;2;0;71,8;42,1;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;1694622,153;1773972,634;7,2;7,2
;FALSO;N-Methylcaprolactam;C7 H13 N O;Full match;Full match;No results;Not the top hit;No results;0,03;127,09972;128,10699;5,681;2300963,561;26;1;0;70,6;8,5;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2193677,443;2300963,561;6,4;6,4
;FALSO;Tiglic acid;C5 H8 O2;Full match;Full match;No results;Not the top hit;Full match;0,13;100,05244;101,05972;7,021;26710589,66;37;1;0;70,2;8,5;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;26710589,66;25095439,02;4,6;4
;FALSO;3-(3,4,5-trimethoxyphenyl)propanoic acid;C12 H16 O5;No match;Invalid mass;No results;No match;No match;-75012,95;222,08918;223,09646;6,88;1782540,949;64;1;0;70,1;39,8;;;No matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;1782540,949;1780555,672;6,6;6,6
;FALSO;1-Tetradecylamine;C14 H31 N;Full match;Full match;No results;Full match;Partial match;-0,31;213,24558;214,25286;6,917;1529381,324;5;1;0;68,2;8,4;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;1351942,543;1529381,324;7,7;6,6
;FALSO;7-methyl-3-nitroimidazo[1,2-a]pyridine;C8 H7 N3 O2;No match;Invalid mass;No results;No results;No results;124140,17;199,03332;200,0406;1,155;2735337,16;0;1;0;67,4;24,1;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2735337,16;2516787,598;7;7,5
;FALSO;7-methyl-3-nitroimidazo[1,2-a]pyridine;C8 H7 N3 O2;No match;Invalid mass;No results;No match;No results;1248322,37;398,07408;200,04432;1,248;1495207,761;1;1;0;67,4;24,1;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;1495207,761;877081,4826;3,9;7,2
;FALSO;2-(Phenylthio)-1-[4-(1H-pyrrol-1-yl)piperidino]ethan-1-one;C17 H20 N2 O S;No match;Invalid mass;No results;No match;No results;13,64;300,13373;301,14101;1,101;18970068,88;3;8;0;67,4;39,2;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;18970068,88;16579789,28;6,2;6,2
;FALSO;(S)-(+)-2-Amino-1-propanol;C3 H9 N O;Full match;Full match;No results;Full match;Full match;0,87;75,06848;76,07576;1,303;5630788,84;10;1;0;67,3;8,4;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;5630788,84;5533025,844;7;7,5
;FALSO;2-[(3S)-1-(3,4-Difluorobenzyl)-3-pyrrolidinyl]-1,3-benzoxazole;C18 H16 F2 N2 O;No match;Invalid mass;No results;No match;No results;11,58;314,12671;315,13398;6,973;3069537,089;10;2;0;67,1;8,4;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2523280,509;3069537,089;8;7,5
;FALSO;NP-011892;C17 H14 O6;No match;Invalid mass;No results;No match;No results;-20,44;314,07262;315,0799;1,57;17521001,67;1;4;0;65,7;8,3;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;17521001,67;;7,8;
;FALSO;NP-011892;C17 H14 O6;No match;Invalid mass;No results;No match;No results;-20,62;314,07256;315,07983;1,369;116912356;1;4;0;65;23,9;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;116912356;;6,2
;FALSO;NP-011892;C17 H14 O6;No match;Invalid mass;No results;No match;No results;-20,83;314,0725;315,07977;2,125;149892417,2;1;3;0;65;23,9;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;149892417,2;;5,7
;FALSO;Cortisol;C21 H30 O5;Full match;Full match;No results;Full match;Partial match;-0,22;362,20925;363,21652;6,437;5074129,055;32;2;0;63,1;56,6;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;5062200,178;5074129,055;7,5;8,6
;FALSO;N6-Me-Adenosine;C11 H15 N5 O4;Not the top hit;Full match;No results;Partial match;Partial match;0,3;281,11249;282,11977;2,346;1170402,491;9;1;0;62,6;8,1;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;1142049,7;1170402,491;7,2;7,2
;FALSO;Aflatoxin B2;C17 H14 O6;No match;Invalid mass;No results;No match;No results;69968,43;336,05466;337,06192;1,354;1951352,16;3;6;0;61,9;8,1;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1951352,16;;8,6;
;FALSO;NP-011223;C10 H18 O3;Unused;Invalid mass;No results;No match;No match;118115,73;208,10996;209,11723;7,265;2436343,535;60;4;0;60,9;8;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;2436343,535;2038966,592;5,3;7,5
;FALSO;1-Methylxanthine;C6 H6 N4 O2;Full match;Full match;No results;Full match;Full match;0,04;166,04908;167,05636;3,724;845965,5917;9;3;0;59,4;8;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;802417,4;845965,5917;8,5;7,7
;FALSO;N-Acetylornithine;C7 H14 N2 O3;Full match;Full match;No results;Full match;Full match;0,27;174,10049;175,10777;1,621;8221075,513;16;3;0;57,8;7,9;41,6;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;8221075,513;8046764,774;7,8;7,8
;FALSO;Methionine;C5 H11 N O2 S;Full match;Full match;No results;Full match;Full match;0,26;149,05109;150,05836;2,214;1520644,097;13;2;0;57,6;23,2;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;;1520644,097;;6,1
;FALSO;1,7-Dimethyluric acid;C7 H8 N4 O3;Full match;Full match;No results;Full match;Full match;0,24;196,05969;197,06696;4,009;502156,1687;6;3;0;56,2;23;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;492656,2243;502156,1687;7,4;7,9
;FALSO;L-2,4-Diaminobutyric acid;C4 H10 N2 O2;Full match;Full match;No results;Full match;Partial match;0,37;118,07427;119,08155;1,535;8669124,424;20;17;0;55,9;23;61,8;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;8669124,424;6544593,509;6,2;4,6
;FALSO;Ecgonine methyl ester;C10 H17 N O3;Full match;Full match;No results;Full match;Full match;0,12;199,12087;241,1547;3,216;2129271,291;22;1;0;55,1;22,9;;;Single match found;Single match found;DDA for preferred ion;[M+ACN+H]+1;2129271,291;1096585,04;6,4;7,2
;FALSO;Bilirubin;C33 H36 N4 O6;Not the top hit;Full match;No results;Full match;Full match;0,3;584,26366;585,27093;5,474;657583,2961;6;1;0;54,8;7,7;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;657583,2961;649035,8693;7,9;7,9
;FALSO;Tiglic acid;C5 H8 O2;No match;Invalid mass;No results;No match;No match;170176,74;117,07903;101,05978;1,019;1431720,65;40;1;0;53,6;7,7;;;Multiple matches found;No matches found;DDA for other ion;[M+H-NH3]+1;1431720,65;;4,5;
;FALSO;4-{[3-(Diethylamino)propyl]amino}-4-oxobut-2-enoic acid;C11 H20 N2 O3;Full match;Full match;No results;Partial match;Partial match;0,17;228,14743;229,15471;2,246;1765609,918;6;2;0;53,3;36,5;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;1741704,677;1765609,918;7,2;5
;FALSO;Diphenylamine;C12 H11 N;Full match;Full match;No results;Partial match;Full match;-1,03;169,08898;170,09625;1,242;1364549,086;15;2;0;52,8;7,6;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;1364549,086;;5;
;FALSO;NP-003459;C9 H14 O4;No match;Invalid mass;No results;No match;No match;-96784,65;168,07863;169,08591;6,967;81373112,17;42;1;0;52,1;22,6;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;;81373112,17;;5,1
;FALSO;4,5-diphenyl-1,3-oxazole-2-thiol;C15 H11 N O S;No match;Invalid mass;No results;No match;No results;10,33;253,05875;254,06602;1,694;1061925,285;4;1;0;51,7;7,6;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1061925,285;1017642,717;7,7;7,7
;FALSO;4-Acetamidobutanoic acid;C6 H11 N O3;Full match;Full match;No results;Partial match;Full match;0,45;145,07396;146,08124;1,35;1865806,111;29;2;0;51,1;22,5;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;393309,5246;1865806,111;2,2;5
;FALSO;Cyclohexylamine;C6 H13 N;Full match;Full match;No results;Full match;No results;0,15;99,10481;100,11209;3,505;1908041,624;17;1;0;50,3;22,5;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1908041,624;1817067,128;7;7,2
;FALSO;Hydrolyzed fumonisin B1;C22 H47 N O5;Full match;Full match;No results;Full match;No results;0,13;405,34548;406,35275;6,825;968928,5352;1;1;0;49,9;22,4;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;955475,0998;968928,5352;8,8;8,3
;FALSO;Dihydrothymine;C5 H8 N2 O2;Full match;Full match;No results;Full match;Full match;0,08;128,05859;129,06586;1,381;17045609,92;19;1;0;49,8;7,5;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;16407027,58;17045609,92;7,8;8,4
;FALSO;5-Ethylcyclohexane-1,3-dione;C8 H12 O2;Full match;Full match;No results;Partial match;Partial match;-0,81;140,08362;141,091;7,172;37409656,43;46;1;0;49,7;22,4;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;;37409656,43;;4
;FALSO;INK;C16 H31 N5 O5;No match;Invalid mass;No results;No match;No match;-495981,06;188,11626;189,12354;1,627;390967,9238;20;3;0;49,3;7,5;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;390967,9238;;4,9;
;FALSO;5-Nitro-o-toluidine;C7 H8 N2 O2;Full match;Full match;No results;Full match;Full match;-0,17;152,05855;153,06583;3,493;2594897,576;34;3;0;49;52,9;77,8;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;2561560,918;2594897,576;8;8
;FALSO;N-Acetyl-L-carnosine;C11 H16 N4 O4;Not the top hit;Full match;No results;Full match;Full match;0,12;268,11719;269,12446;1,962;1370146,462;12;1;0;48,5;7,4;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1248705,311;1370146,462;7,2;8,3
;FALSO;Guvacoline;C7 H11 N O2;No results;Full match;No results;Not the top hit;Full match;-1,76;141,07873;142,08629;1,955;2143190,618;18;1;0;48;7,4;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1955010,93;2143190,618;7,5;7
;FALSO;4-Isobutylbenzoic acid;C11 H14 O2;Full match;Full match;No results;Partial match;Partial match;-0,07;178,09937;179,10664;7,435;3276280,961;95;2;0;47,9;7,4;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;3175347,351;3276280,961;7;7,5
;FALSO;N2-[5-Phenyl-4-(trifluoromethyl)-1,3-thiazol-2-yl]thiophene-2-carboxamide;C15 H9 F3 N2 O S2;No match;Invalid mass;No results;No match;No results;-107235;316,04849;317,05594;1,534;6821932,903;1;1;0;47,2;7,4;;;No matches found;No matches found;DDA for other ion;[M+H]+1;;6821932,903;;5,7
;FALSO;Cortisone;C21 H28 O5;Full match;Full match;No results;Full match;Partial match;0,02;360,19368;361,20096;6,504;692205,9858;17;1;0;46,7;35,2;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;692205,9858;680886,6707;7,9;7,9
;FALSO;N6,N6,N6-Trimethyl-L-lysine;C9 H20 N2 O2;Full match;Full match;No results;Full match;Full match;-0,2;188,15244;189,15971;1,153;1930967,227;5;1;0;46;22;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;1930967,227;1870113,228;9,1;8,8
;FALSO;Trihexyphenidyl;C20 H31 N O;Full match;Full match;No results;Full match;No results;0,07;301,24059;302,24786;6,847;1115823,885;5;1;0;45,9;7,3;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1066179,954;1115823,885;6,6;8,3
;FALSO;Acetyl-?-methylcholine;C8 H17 N O2;Full match;Full match;No results;Partial match;Partial match;0,19;159,12596;160,13322;1,959;2450026,664;16;1;0;43,7;21,8;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;2450026,664;2400079,459;8;9,1
;FALSO;10-Nitrolinoleate;C18 H31 N O4;No match;Invalid mass;No results;No match;No results;18481,52;331,23597;332,24324;5,913;1875531,996;2;1;0;43;7,2;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1718984,69;1875531,996;7,7;7,7
;FALSO;4-tert-Butylcyclohexyl acetate;C12 H22 O2;No results;Full match;No results;Not the top hit;Full match;0,35;198,16205;199,16933;1,503;26986552,17;99;1;0;42,9;7,1;;;Single match found;Multiple matches found;DDA for preferred ion;[M+H]+1;;26986552,17;;4
;FALSO;2-[(3S)-1-(3,4-Difluorobenzyl)-3-pyrrolidinyl]-1,3-benzoxazole;C18 H16 F2 N2 O;No match;Invalid mass;No results;No match;No results;11,48;314,12667;315,13395;6,919;978574,5365;10;1;0;41,6;7,1;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;768975,0851;978574,5365;6,3;7,2
;FALSO;4-[(4-chlorophenyl)sulfonyl]-3-nitrobenzoic acid;C13 H8 Cl N O6 S;No match;Invalid mass;No results;No results;No results;49926,33;357,99977;359,00705;1,54;2250770,831;0;1;0;40,9;7;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;2084433,152;2250770,831;8;4,8
;FALSO;;C4 H9 N3 P2;Full match;No results;No results;No match;No results;-3,98;161,02653;81,52054;0,98;1435937290;1;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;1435937290;1306261118;7,3;6,7
;FALSO;Phenyl sulfoxide;C12 H10 O S;No results;Invalid mass;No results;Full match;No results;-0,9;202,04505;203,05233;1,242;656623984,1;3;10;0;;;55,4;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;656623984,1;647875091,8;9,5;8,9
;FALSO;2-(2-Furfuryl)furan;C9 H8 O2;Full match;Invalid mass;No results;Full match;Partial match;-1,31;148,05224;166,08606;3,68;227655811,4;25;13;0;;;76,4;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+NH4]+1;227655811,4;219065408,2;10;9,5
;FALSO;;;No results;No results;No results;No results;No results;;96,9841;70,0126;0,98;582450429,3;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+ACN+2H]+2;582450429,3;552289442,9;7,3;5,7
;FALSO;"[Similar to: methyl 2-[4-ethenyl-2,6-dihydroxy-3-(3-hydroxyprop-1-en-2-yl)-4-methylcyclohexyl]prop-2-enoate; ?Mass: -171.1834 Da]";;No results;Invalid mass;No results;No results;No results;;124,97893;125,98621;0,988;444721984,8;0;1;0;;;52,5;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;444721984,8;418821318,1;7,3;6,2
;FALSO;;C4 H4 O7 P2;Full match;No results;No results;No match;No results;3,6;225,94404;226,95132;1,103;216177566,9;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;216177566,9;203908903,5;8,9;8,9
;FALSO;;C4 H11 N3 O P2;Full match;No results;No results;No results;No results;-3,14;179,03717;90,52586;0,978;313298534,3;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;313298534,3;287089474,2;7,3;7,8
;FALSO;;;No results;No results;No results;No results;No results;;83,95242;84,95969;0,989;234920742,1;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;234920742,1;;8,4;
;FALSO;;;No results;No results;No results;No results;No results;;176,99883;89,50669;0,339;50446691,88;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;;50446691,88;;8,4
;FALSO;;;No results;No results;No results;No results;No results;;101,96302;84,95973;0,979;239286452,1;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H-H2O]+1;;239286452,1;;7,3
;FALSO;N(3)-(4-Methoxyfumaroyl)-2,3-diaminopropionic acid;C8 H12 N2 O5;Full match;No results;No results;Full match;No results;-0,23;216,07457;217,08184;1,479;153431380,4;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;153431380,4;146300349,4;8,4;8,4
;FALSO;methallylamine;C4 H9 N;Full match;No results;No results;Full match;No results;0,11;71,07351;72,08078;1,819;113204298,2;9;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;113204298,2;110494532,9;9,5;9,5
;FALSO;;;No results;No results;No results;No results;No results;;176,99888;89,50671;0,303;40348284,17;0;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;40348284,17;25723516,94;7,3;8,4
;FALSO;;;No results;No results;No results;No results;No results;;89,96937;90,97665;1,107;128202882,5;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;128202882,5;120533974,1;8,4;8,4
;FALSO;Tris-formaminomethane;C4 H7 N3 O3;Full match;No results;No results;Full match;No results;2,78;145,04914;73,53185;0,973;146366645,1;5;0;0;;;;;No matches found;No matches found;DDA for other ion;[M+2H]+2;146366645,1;112395932,5;7,3;6,2
;FALSO;Cyclopentylamine;C5 H11 N;Full match;No results;No results;Full match;Full match;0,02;85,08915;86,09643;3,236;97685895,29;6;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;97685895,29;92698994,7;8,4;8,4
;FALSO;;;No results;No results;No results;No results;No results;;241,91806;242,92534;1,104;78377237,21;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;78377237,21;74873744,41;8,9;8,9
;FALSO;;C3 H3 Cl O5 P2;Full match;No results;No results;No match;No results;4,45;215,91538;216,92266;1,132;55982107,54;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;55982107,54;52597958,63;8,4;8,4
;FALSO;Aceturic acid;C4 H7 N O3;Full match;No results;No results;Full match;Full match;-0,21;117,04257;118,04993;1,478;2493573,293;14;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;2493573,293;1839636,924;5,9;2,3
;FALSO;;C H3 N O5;Full match;No results;No results;No results;No results;2,86;109,00143;110,00872;0,972;118304168,8;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;118304168,8;116501543,2;8,4;7,8
;FALSO;;;No results;No results;No results;No results;No results;;79,9406;80,94788;1,143;76342437,85;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;76342437,85;70252397,89;8,9;8,9
;FALSO;glu-ser;C8 H14 N2 O6;Full match;No results;No results;Full match;No results;-0,24;234,08513;235,09241;1,426;314727624;5;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;314727624;;5,1
;FALSO;;C H N2 O5 P3;Full match;No results;No results;No results;No results;2,26;213,91031;214,91759;0,993;112131120,9;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;110449956,3;112131120,9;7,3;8,4
;FALSO;Lysolecithin;C24 H50 N O7 P;Full match;No results;No results;Full match;Full match;-0,91;495,33204;496,33931;7,32;140551062,3;4;0;0;;;;;Single match found;No matches found;DDA for preferred ion;[M+H]+1;140551062,3;129189435,2;7,3;8,4
;FALSO;;C7 H2 N6 O3;Full match;No results;No results;No results;No results;1,75;218,01922;219,0265;1,239;71819135,56;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;70938899,01;71819135,56;8,9;9,5
;FALSO;;C7 H5 O5 P;Full match;No results;No results;No match;No results;4,39;199,98834;182,98505;0,341;37964855,22;2;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H-H2O]+1;;37964855,22;;9,5
;FALSO;;C3 H Cl O6 S2;Full match;No results;No results;No results;No results;-4,28;231,88932;232,89659;1,136;38068373,75;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;38068373,75;34752116,07;8,4;8,9
